title,base_name,ownership_tag,owner_name,url_type,url,resolved_base_token,access_status,table_count,update_time_iso,create_time_iso,last_open_time_iso,search_sources,tables,access_error
Class Bible - 129 (admin),Class Bible - 129 (admin),owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/PbsObD83Ra7jbgsFMDbl23ljgqf,PbsObD83Ra7jbgsFMDbl23ljgqf,readable,20,2025-06-11T08:35:35+08:00,2025-05-24T23:56:02+08:00,2025-05-27T20:35:34+08:00,"keyword_Call_Center, keyword_Class_Bible, keyword_Dcode, owned_by_me",教练名单; 海星名单-教练 (bible); 基础学员名单(开班前一天）; 高阶学员名单; 海星名单-学员 (bible); 海星名单-教练 (126 bible); 海星名单-学员 (126 bible); 海星名单-学员 (127 bible); 海星名单-教练 (127 bible); 海星名单-教练 (KLCP128); 海星名单-学员 (KLCP128); 海星名单-General; 海星名单-教练 (130 bible); 📞海星名单-教练 (KLCP129); 📞海星名单-学员 (KLCP129); 高阶二to四名单; 高二挑战; 💲海星名单-学员 (KLCP29); 💲海星名单-教练 (KLCP129); 基础学员名单,
Class Bible - 129 (admin),Class Bible - 129 (admin) ,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/Rvv9beHUvaSbtosug98lK0vMgxf,Rvv9beHUvaSbtosug98lK0vMgxf,readable,17,2025-06-10T17:09:06+08:00,2025-05-30T17:54:08+08:00,2025-06-01T09:23:11+08:00,"keyword_Call_Center, keyword_Class_Bible, keyword_Dcode, keyword_Operation, owned_by_me",教练名单; 📑海星名单-教练 (bible); 📑海星名单-学员 (KLCP126); 📑海星名单-教练 (KLCP 126); 📑海星名单-学员 (KLCP 127); 📑海星名单-教练 (KLCP 127); 📑海星名单-教练 (KLCP 128); 📑海星名单-学员 (KLCP128); 基础学员名单; 高阶学员名单; 📑海星名单-学员 (bible); 高阶学员名单（100天）; 高二挑战（NEW）; 📞海星名单-教练 (KLCP129); 📞海星名单-学员 ( KLCP129); 高阶下车; 高阶backlog,
指引部门,指引部门,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/MYRbbfD2oawhrysXIU2lQAo7gVe,MYRbbfD2oawhrysXIU2lQAo7gVe,readable,9,2025-06-02T22:47:05+08:00,2025-05-25T17:43:42+08:00,2025-06-05T18:48:49+08:00,owned_by_me,☎️指引电话报告; 指引负责人; 124 教练名单; 125 教练名单; 126 教练名单; 127 教练名单; 指引结果; 128 教练名单; 129 教练名单,
✅Class Bible - 127 (admin),✅Class Bible - 127 (admin) ,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/Z83ObKLk1aJxKxsU0ZTlY2ukgTd,Z83ObKLk1aJxKxsU0ZTlY2ukgTd,readable,12,2025-06-01T08:59:07+08:00,2025-05-13T22:30:50+08:00,2025-08-20T15:50:53+08:00,"keyword_Call_Center, keyword_Class_Bible, keyword_Dcode, keyword_Finance, owned_by_me",教练名单; 海星名单-教练 (bible); 基础学员名单; 高阶一学员名单; 海星名单-学员 (bible); 海星名单-126 （126 Bible）; 海星名单-124 (124 bible); 海星名单-125 (125 bible); 海星名单-Others; 海星名单-学员 (KLCP127); 高二挑战; 高阶二 to 四学员名单,
129 - 宣告和总结 （学员),129 - 宣告和总结 （学员),owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/Oh4IbphpRaB1hpsZwOBl6BXNgCb,Oh4IbphpRaB1hpsZwOBl6BXNgCb,readable,5,2025-05-30T18:07:03+08:00,2025-05-30T18:05:51+08:00,2025-06-01T09:11:31+08:00,owned_by_me,每日总结; 每日宣告; 学员基础资料; 学员基础资料-real; 11周总宣告,
129 - DOE挑战 （学员),129 - DOE挑战 （学员),owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/EY08bLKGCay3Jys6a0Slc7Kogzj,EY08bLKGCay3Jys6a0Slc7Kogzj,readable,12,2025-05-30T18:06:38+08:00,2025-05-30T18:06:14+08:00,2025-05-31T17:52:51+08:00,"keyword_DOE, owned_by_me",事业-每日报告; 家庭-新反应记录; 海星记录; 人际行动记录; 人际记录; 海星感召活动(sample); 社服体验报告; 心连心125协办总结; 成长心连心; 成长心连心 嘉宾; 成长心连心 义工; 中心宣告,
Call Center 2.0,Call Center 2.0,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/N03KbODU8aC3yvsFPyklsgc5gRe,N03KbODU8aC3yvsFPyklsgc5gRe,readable,8,2025-05-30T17:29:30+08:00,2025-05-27T18:58:28+08:00,2025-05-30T17:47:44+08:00,"keyword_Call_Center, keyword_Class_Bible, keyword_Dcode, keyword_Operation, owned_by_me",基础问卷; 海星名单-学员(KLCP120); 海星名单-教练(KLCP120); 海星名单-教练 (KLCP129); 海星名单-学员 (KLCP129); 📑海星名单-教练 (KLCP 128); 海星名单-教练 (KLCP127); 海星名单-学员 (KLCP127),
Class Bible - 128 (admin) Copy,Class Bible - 128 (admin) Copy,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/G3dCbEiE2aVtkIswzvwliPQig1f,G3dCbEiE2aVtkIswzvwliPQig1f,readable,21,2025-05-30T17:23:29+08:00,2025-05-30T16:56:49+08:00,2025-05-30T17:24:41+08:00,"keyword_Backlog, keyword_Call_Center, keyword_Class_Bible, keyword_Dcode, keyword_Finance, keyword_Operation, owned_by_me",教练名单; 📑海星名单-教练 (bible); 基础学员名单; 高阶学员名单; 📑海星名单-学员 (bible); 海星名单-学员 (125 bible); 海星名单-教练 (125 bible); 海星名单-学员 (126 bible); 海星名单-教练 (126 bible); 海星名单-学员 (127 bible); 海星名单-教练 (127 bible); 海星名单-General; 海星名单-教练 (129 bible); 📞海星名单-教练 (KLCP128); 📞海星名单-教练 (KLCP128)1; 高阶学员名单（100天）; 高二挑战（NEW）; 💲海星名单-教练 (KLCP128); 💲海星名单-学员 (KLCP128); 高阶Backlog; 高阶下车,
Finance 2.0,Finance 2.0,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/GVhYbqHdkakydCsvvQiluFATg7b,GVhYbqHdkakydCsvvQiluFATg7b,readable,18,2025-05-27T18:58:43+08:00,2025-05-27T18:58:41+08:00,2025-05-27T18:58:54+08:00,"keyword_Call_Center, keyword_Class_Bible, keyword_Dcode, keyword_Finance, owned_by_me",124 海星名单-学员 (bible); 124 海星名单-教练 (bible); 124 高二挑战; 125 海星名单-学员 (bible); 125 海星名单-教练 (bible); 125 高二挑战; 126 海星名单-学员 (bible); 126 海星名单-教练 (bible); 126 高二挑战; 海星名单-教练 (KLCP128); 海星名单-学员 (KLCP128); 127 海星名单-学员 (bible); 127 海星名单-教练 (bible); 127 高二挑战; Payment record; 海星名单-学员 (KLCP29); 海星名单-教练 (KLCP129); 转海星报表,
2.0 - Class Bible - 125 (admin),2.0 - Class Bible - 125 (admin),owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/AIPqb8TXfa4bXDscopMl4Heegjb,AIPqb8TXfa4bXDscopMl4Heegjb,readable,11,2025-05-27T18:53:52+08:00,2025-05-27T18:53:19+08:00,2025-05-27T19:01:02+08:00,"keyword_Call_Center, keyword_Class_Bible, keyword_Dcode, keyword_Finance, owned_by_me",教练名单; 海星名单-教练 (bible); 基础学员名单; 高阶学员名单; 海星名单-学员 (bible); 高二挑战; 海星名单-119 (119BIBLE); 海星名单-118 （118BIBLE）; 海星名单-117 （117BIBLE）; 海星名单-Others; 海星名单-学员(KLCP120),
1.0 - Class Bible - 125 (admin),1.0 - Class Bible - 125 (admin),owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/IRPVbYDQlanifpsfrBFlXvc3gAg,IRPVbYDQlanifpsfrBFlXvc3gAg,readable,11,2025-05-26T07:09:37+08:00,2025-05-13T22:31:47+08:00,2025-05-27T18:53:04+08:00,"keyword_Call_Center, keyword_Class_Bible, keyword_Dcode, keyword_Finance, owned_by_me",教练名单; 海星名单-教练 (bible); 基础学员名单; 高阶学员名单; 海星名单-学员 (bible); 高二挑战; 海星名单-119 (119BIBLE); 海星名单-118 （118BIBLE）; 海星名单-117 （117BIBLE）; 海星名单-Others; 海星名单-学员(KLCP120),
✅Class Bible - 126 (admin),✅Class Bible - 126 (admin),owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/JMAwbVYBWaBbVNspsxPlrYJLgJS,JMAwbVYBWaBbVNspsxPlrYJLgJS,readable,11,2025-05-25T13:35:20+08:00,2025-05-13T22:31:27+08:00,2025-07-16T22:27:59+08:00,"keyword_Call_Center, keyword_Class_Bible, keyword_Dcode, keyword_Finance, owned_by_me",教练名单; 海星名单-教练 (bible); 基础学员名单; 高阶学员名单; 海星名单-学员 (bible); 高二挑战; 海星名单-119 (119BIBLE); 海星名单-118 （118BIBLE）; 海星名单-117 （117BIBLE）; 海星名单-Others; 海星名单-学员(KLCP120),
General Bible,General Bible,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/JVWBbgqnXalrXLsqN8flFrxpgXf,JVWBbgqnXalrXLsqN8flFrxpgXf,readable,1,2025-05-24T23:25:48+08:00,2025-05-24T23:25:39+08:00,2025-05-24T23:35:01+08:00,owned_by_me,Table,
✅ Class Bible - 124 (admin),✅ Class Bible - 124 (admin) ,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/XreLbDtWTawQJHsoOmAl6PStgVg,XreLbDtWTawQJHsoOmAl6PStgVg,readable,11,2025-05-23T13:46:11+08:00,2025-05-13T22:32:24+08:00,2025-05-27T17:41:05+08:00,"keyword_Class_Bible, owned_by_me",教练名单; 海星名单-教练 (bible); 基础学员名单; 高阶学员名单; 高二挑战; 海星名单-学员 (bible); 海星名单-119 (119BIBLE); 海星名单-118 （118BIBLE）; 海星名单-117 （117BIBLE）; 海星名单-Others; 海星名单-学员(KLCP120),
128 Bible,128 Bible,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/Q4zNbCTDvalFHSsFBM8lHT7sgdf,Q4zNbCTDvalFHSsFBM8lHT7sgdf,readable,9,2025-05-13T22:06:59+08:00,2025-05-13T00:14:14+08:00,2025-06-05T18:39:22+08:00,"keyword_Finance, owned_by_me",128教练Bible; 128学员Bible; 已消耗; 已进课室 (学员); 已进课室 (教练); Summary; 待处理退款; 已退款; 高阶二挑战,
JCP Bible (113+),JCP Bible (113+),owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/Qn96bgTeMatW94s3cNsl141Yg2e,Qn96bgTeMatW94s3cNsl141Yg2e,readable,9,2025-05-13T21:59:53+08:00,2025-05-13T21:59:53+08:00,1970-01-01T07:30:00+07:30,"keyword_Class_Bible, keyword_Dcode, keyword_Operation, owned_by_me",CS file - JCP Bible; JCP Bible; 已退款; 转去现行数据; 已转让; 已进课室; Summary; 已进课室JCP学员Bible; Online Summary,
复习基础Bible,复习基础Bible ,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/Fg4XbXlW1a61N8sjGyol4Rnvgpc,Fg4XbXlW1a61N8sjGyol4Rnvgpc,readable,6,2025-05-13T21:59:35+08:00,2025-05-13T21:59:35+08:00,1970-01-01T07:30:00+07:30,owned_by_me,复习学员Bible; 已消耗; 已进课室 ; 待处理退款; 已退款; Summary,
Dcode Bible,Dcode Bible,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/YGQobapWQa8uHdsW3dplkif3gPe,YGQobapWQa8uHdsW3dplkif3gPe,readable,8,2025-05-13T21:59:31+08:00,2025-05-13T21:59:31+08:00,1970-01-01T07:30:00+07:30,"keyword_Call_Center, keyword_Dcode, owned_by_me",Dcode Bible; Summary; 已消耗2; 已退款2; 已进课室; 已退款; 已消耗; Online Summary,
124 Bible,124 Bible,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/Jab3bFcYmaln1tsnorNlhukcgYe,Jab3bFcYmaln1tsnorNlhukcgYe,readable,10,2025-05-13T21:59:27+08:00,2025-05-13T21:59:27+08:00,1970-01-01T07:30:00+07:30,owned_by_me,124教练Bible; 124学员Bible; 高阶二挑战; 已消耗; 已进课室 (学员); 已退款; 已进课室 (教练); Summary; 待处理退款; 指引电话部门结果,
Class Bible - 120 (admin),Class Bible - 120 (admin),owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/TAuDb8rwkaJ0uosfIzdlPWUKgec,TAuDb8rwkaJ0uosfIzdlPWUKgec,readable,11,2025-05-13T17:34:36+08:00,2025-03-26T14:25:40+08:00,2025-05-19T18:35:00+08:00,"keyword_Call_Center, keyword_Class_Bible, keyword_Dcode, keyword_Finance, owned_by_me",教练名单; 海星名单-教练 (bible); 基础学员名单; 高阶学员名单; 高二挑战; 海星名单-学员 (bible); 海星名单-119 (119BIBLE); 海星名单-118 （118BIBLE）; 海星名单-117 （117BIBLE）; 海星名单-Others; 海星名单-学员(KLCP120),
Student Main Database,Student Main Database,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/MpR8bqHidaam2psKzaMlIvuzgvf,MpR8bqHidaam2psKzaMlIvuzgvf,readable,5,2025-05-13T17:20:36+08:00,2025-03-26T14:27:11+08:00,2025-05-13T22:29:51+08:00,owned_by_me,Main Student List; Main Coach List; KLCP118; KLCP119; KLCP120,
Finance Department,Finance Department,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/J1DzbFrpZavfdVsJ30zlB91UgQb,J1DzbFrpZavfdVsJ30zlB91UgQb,readable,4,2025-05-13T16:45:35+08:00,2025-04-18T01:19:16+08:00,2025-06-01T09:24:14+08:00,"keyword_Dcode, keyword_Finance, owned_by_me",Whole Student Account List; Payment List; 海星名单-学员- KLCP120; 海星名单-教练,
Dcode Bible,Dcode Bible,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/WXLcbkpqoatp8js6be0lnRzBgFV,WXLcbkpqoatp8js6be0lnRzBgFV,readable,8,2025-05-13T00:14:34+08:00,2025-05-13T00:14:34+08:00,1970-01-01T07:30:00+07:30,"keyword_Call_Center, keyword_Dcode, owned_by_me",Dcode Bible; Summary; 已消耗2; 已退款2; 已进课室; 已退款; 已消耗; Online Summary,
复习基础Bible,复习基础Bible ,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/MW5tbAWFfagLaGsVGPFlxWsFgyh,MW5tbAWFfagLaGsVGPFlxWsFgyh,readable,6,2025-05-13T00:14:27+08:00,2025-05-13T00:14:27+08:00,1970-01-01T07:30:00+07:30,owned_by_me,复习学员Bible; 已消耗; 已进课室 ; 待处理退款; 已退款; Summary,
129 Bible,129 Bible,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/Wqe5b0qR2ajhwbsJCWLlTBMWgPh,Wqe5b0qR2ajhwbsJCWLlTBMWgPh,readable,9,2025-05-13T00:14:21+08:00,2025-05-13T00:14:21+08:00,2025-05-29T15:42:56+08:00,owned_by_me,129教练Bible; 129学员Bible; 已消耗; 已进课室 (学员); 已进课室 (教练); Summary; 待处理退款; 已退款; 高阶二挑战,
127 Bible,127 Bible,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/CXXCblUPWa9lzEs39mFlsoVRgWh,CXXCblUPWa9lzEs39mFlsoVRgWh,readable,9,2025-05-13T00:14:08+08:00,2025-05-13T00:14:08+08:00,2025-05-13T10:56:41+08:00,owned_by_me,127教练Bible; 127学员Bible; 已消耗; 已进课室 (学员); 已进课室 (教练); Summary; 待处理退款; 已退款; 高阶二挑战,
126 Bible,126 Bible,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/S9pXbSpAyaYMJOsQRx5lQ4meg4e,S9pXbSpAyaYMJOsQRx5lQ4meg4e,readable,9,2025-05-13T00:14:03+08:00,2025-05-13T00:14:03+08:00,2025-05-13T10:56:14+08:00,owned_by_me,126教练Bible; 126学员Bible; 已消耗; 已进课室 (教练); 已进课室 (学员); 高阶二挑战; Summary; 已退款; 待处理退款,
125 Bible,125 Bible,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/AyxibhQHGaDEbyszZl8lGANOgeg,AyxibhQHGaDEbyszZl8lGANOgeg,readable,9,2025-05-13T00:13:57+08:00,2025-05-13T00:13:57+08:00,2025-05-13T16:34:16+08:00,owned_by_me,125教练Bible; 125学员Bible; 已消耗; 高阶二挑战; Summary; 已进课室 (学员); 已进课室 (教练); 待处理退款; 已退款,
100 Bible 19_12_22,100 Bible 19_12_22,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/M9QcbYWPzaWgDysEn7qlozcWgVe,M9QcbYWPzaWgDysEn7qlozcWgVe,readable,11,2025-05-12T23:40:28+08:00,2025-05-12T23:40:28+08:00,2025-05-13T00:11:58+08:00,"keyword_Dcode, keyword_Finance, keyword_Operation, owned_by_me",100学员Bible; 100教练Bible; 高阶二海星挑战; 已消耗; Sheet15; 已进课室; Summary; 已进课室-教练; MYCP; 已退款; Account use only,
指引部门,指引部门,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/EIRabys1va8UE4ss5wVlBMn9gZg,EIRabys1va8UE4ss5wVlBMn9gZg,readable,3,2025-04-18T10:13:30+08:00,2025-04-18T07:18:54+08:00,1970-01-01T07:30:00+07:30,owned_by_me,教练名单; 指引部门; KLCP120,
✨直播间选品：AI 创作商品介绍 [AI],✨直播间选品：AI 创作商品介绍 [AI],shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/GwelbVBiFaiCpxsI5dBlcrTjgdc,GwelbVBiFaiCpxsI5dBlcrTjgdc,readable,2,2023-09-06T21:22:52+08:00,2023-09-06T21:22:52+08:00,1970-01-01T07:30:00+07:30,keyword_Operation,📦选品清单; 🤝品牌入驻直播间,
✨Manufacturing Inspection System: AI Autofill Pass/Fail (Quality Assurance Test) [AI],✨Manufacturing Inspection System: AI Autofill Pass/Fail (Quality Assurance Test) [AI],shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/Fg79bPWogag69isPycVleApggDh,Fg79bPWogag69isPycVleApggDh,readable,4,2023-09-06T21:21:48+08:00,2023-09-06T21:21:48+08:00,1970-01-01T07:30:00+07:30,keyword_Operation,🔎Auto Quality Evaluation; 🔎📐Standards; 🏭Auto Inspection System; 🏭Issue Handler Management,
✨Version Updates: Autofill Release Notes [AI],✨Version Updates: Autofill Release Notes [AI],shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/X7zIbQAn9aeckisvLC8lEd10gqg,X7zIbQAn9aeckisvLC8lEd10gqg,readable,1,2023-08-15T20:49:59+08:00,2023-08-09T13:45:10+08:00,1970-01-01T07:30:00+07:30,keyword_Dcode,Feature update list,
✨产品版本管理：AI 智能填充发行说明 [AI],✨产品版本管理：AI 智能填充发行说明 [AI],shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/IuaubyER3a892qs9rXmlc7Shgth,IuaubyER3a892qs9rXmlc7Shgth,readable,1,2023-08-15T20:34:10+08:00,2023-08-09T13:45:06+08:00,1970-01-01T07:30:00+07:30,keyword_Dcode,产品版本管理,
✨Sales Management System: AI Autofill Client Health Score [AI],✨Sales Management System: AI Autofill Client Health Score [AI],shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/T8wqbQxc0a8bbdsr8ATlegMZgIM,T8wqbQxc0a8bbdsr8ATlegMZgIM,readable,4,2023-08-15T15:59:57+08:00,2023-08-15T15:59:57+08:00,1970-01-01T07:30:00+07:30,keyword_Finance,⭐️Client management; 💰Opportunity management; 📋Client visits; 👨‍💼Sales team management,
✨Sales Management System: AI Autofill Client Health Score [AI],✨Sales Management System: AI Autofill Client Health Score [AI],shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/YzeobrSINaJidZsM9Aguuq5Msib,YzeobrSINaJidZsM9Aguuq5Msib,readable,4,2023-08-10T20:44:58+08:00,2023-08-09T19:30:19+08:00,1970-01-01T07:30:00+07:30,keyword_Finance,⭐️Client management; 💰Opportunity management; 📋Client visits; 👨‍💼Sales team management,
✨Version Updates: AI Autofill Release Notes [AI],✨Version Updates: AI Autofill Release Notes [AI],shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/RdLRbYOlZaRhETsz1u5uMDKHstc,RdLRbYOlZaRhETsz1u5uMDKHstc,readable,1,2023-08-10T20:43:49+08:00,2023-08-08T15:13:39+08:00,1970-01-01T07:30:00+07:30,keyword_Dcode,Feature update list,
✨Manufacturing Inspection System: AI Autofill Pass/Fail (Quality Assurance Test) [AI],✨Manufacturing Inspection System: AI Autofill Pass/Fail (Quality Assurance Test) [AI],shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/RtScbSQAmaFkZhsM1dsuiEaqsmf,RtScbSQAmaFkZhsM1dsuiEaqsmf,readable,4,2023-08-10T20:40:36+08:00,2023-08-08T15:12:32+08:00,1970-01-01T07:30:00+07:30,keyword_Operation,🔎Auto Quality Evaluation; 🔎📐Standards; 🏭Auto Inspection System; 🏭Issue Handler Management,
✨直播间选品：AI 创作商品介绍 [AI],✨直播间选品：AI 创作商品介绍 [AI],shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/Df6bb0yuZaglpqsOevZu14btsXf,Df6bb0yuZaglpqsOevZu14btsXf,readable,2,2023-08-10T16:09:43+08:00,2023-08-09T18:17:18+08:00,1970-01-01T07:30:00+07:30,keyword_Operation,📦选品清单; 🤝品牌入驻直播间,
✨产品版本管理：AI 撰写功能发行说明 [AI],✨产品版本管理：AI 撰写功能发行说明 [AI],shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/IuY3b8T9SakHlWs7OVtu2ul6soc,IuY3b8T9SakHlWs7OVtu2ul6soc,readable,1,2023-08-10T16:07:24+08:00,2023-08-08T15:13:39+08:00,1970-01-01T07:30:00+07:30,keyword_Dcode,产品版本管理,
Store Inventory & Revenue Tracking,Store Inventory & Revenue Tracking,shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/V1bLbeDMma1cOKs4UDYletJZgJg,V1bLbeDMma1cOKs4UDYletJZgJg,readable,8,2023-04-10T11:17:20+08:00,2023-04-10T11:17:20+08:00,1970-01-01T07:30:00+07:30,keyword_Dcode,Daily Revenue Report; Inventory Management; Store Employee; Store List; Product Details; Product in Fulfillment; Fulfillment Center; Fulfillment Change Management,
New Property Preparation,New Property Preparation,shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/OW8nbgLYuaTPyfs1b2ilmSXWgab,OW8nbgLYuaTPyfs1b2ilmSXWgab,readable,3,2023-04-10T11:17:11+08:00,2023-04-10T11:17:11+08:00,1970-01-01T07:30:00+07:30,keyword_Dcode,Project team; Milestones; Tasks,
Store Inventory & Revenue Tracking,Store Inventory & Revenue Tracking,shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/Mm3yb7rY3aNVJCsNCPMuOlVYsBe,Mm3yb7rY3aNVJCsNCPMuOlVYsBe,readable,8,2023-03-24T17:06:47+08:00,2023-03-24T17:06:47+08:00,1970-01-01T07:30:00+07:30,keyword_Dcode,Daily Revenue Report; Inventory Management; Store Employee; Store List; Product Details; Product in Fulfillment; Fulfillment Center; Fulfillment Change Management,
New Property Preparation,New Property Preparation,shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/LSgfboAQYa7jzcsP7nrueNmDsVb,LSgfboAQYa7jzcsP7nrueNmDsVb,readable,3,2023-03-24T14:49:03+08:00,2023-03-24T14:49:03+08:00,1970-01-01T07:30:00+07:30,keyword_Dcode,Project team; Milestones; Tasks,
Real Estate Project Management,Real Estate Project Management,shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/baslgTpIhxNVgAHJwTg2t2Apeje,baslgTpIhxNVgAHJwTg2t2Apeje,readable,6,2023-03-23T14:31:09+08:00,2023-03-23T14:31:09+08:00,1970-01-01T07:30:00+07:30,"keyword_Finance, keyword_Operation",✅ Level-1 nodes; 📝 Level-1 node progress reports; ✅ Level-2 nodes; 📝 Level-2 node progress reports; ✅ Level-3 nodes; 📝 Level-3 node progress reports,
Online Order Fulfilment & Inventory Management,Online Order Fulfilment & Inventory Management,shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/baslgXO2zpnzBzMNOgwphhFv7xb,baslgXO2zpnzBzMNOgwphhFv7xb,readable,7,2023-03-23T14:30:39+08:00,2023-03-23T14:30:39+08:00,1970-01-01T07:30:00+07:30,"keyword_DOE, keyword_Portal",Operations | Orders; Operations | Shipment Issues; Operations | Refunds; Operations | Reviews; Product Inventory; Supplier; Operations | Customer Service,
Real Estate Project Management,Real Estate Project Management,shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/TAxdbs3XharYzYsdtGIuhqlZsdg,TAxdbs3XharYzYsdtGIuhqlZsdg,readable,6,2023-03-16T19:00:05+08:00,2023-03-16T19:00:05+08:00,1970-01-01T07:30:00+07:30,"keyword_Finance, keyword_Operation",✅ Level-1 nodes; 📝 Level-1 node progress reports; ✅ Level-2 nodes; 📝 Level-2 node progress reports; ✅ Level-3 nodes; 📝 Level-3 node progress reports,
Online Order Fulfilment & Inventory Management,Online Order Fulfilment & Inventory Management,shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/UMf8bgJGtaM2uhsTNilu3TOrswc,UMf8bgJGtaM2uhsTNilu3TOrswc,readable,7,2023-03-16T18:59:36+08:00,2023-03-16T18:59:36+08:00,1970-01-01T07:30:00+07:30,"keyword_DOE, keyword_Portal",Operations | Orders; Operations | Shipment Issues; Operations | Refunds; Operations | Reviews; Product Inventory; Supplier; Operations | Customer Service,
🎉  New Year Objectives for 2022,🎉  New Year Objectives for 2022,shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/baslgU2FPMWmk2zqMbBgmX6nk6e,baslgU2FPMWmk2zqMbBgmX6nk6e,readable,3,2022-10-25T13:08:49+08:00,2022-09-30T11:11:00+08:00,1970-01-01T07:30:00+07:30,keyword_Finance,User Guide; ⛳️  New Year Objectives for 2022; Detailed Tasks,
Personal Reading Record,Personal Reading Record,shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/baslghNQJgX6cj4PTaU6Gwegavd,baslghNQJgX6cj4PTaU6Gwegavd,readable,2,2022-09-30T11:11:34+08:00,2022-09-30T11:11:34+08:00,1970-01-01T07:30:00+07:30,keyword_Finance,Reading Records; Book Lists,
OKR Task Subdivision and Progress Control,OKR Task Subdivision and Progress Control,shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/baslg4rRSMzP92SzOV6bpGfZLMb,baslg4rRSMzP92SzOV6bpGfZLMb,readable,3,2022-09-30T11:11:19+08:00,2022-09-30T11:11:19+08:00,1970-01-01T07:30:00+07:30,keyword_Operation,💡 Template Instructions; OKR Task Subdivision; Team OKR,
